totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,savingsInvestmentsRate,monthsSaved,financialHealth
5887.31,0.0,468.16,31.93,4.57,0.0,0.0,0.0,0.31,FinanciallyVulnerable
6448.34,162.42,-2483.7,51.51,9.02,3.94,0.0,3.94,0.34,FinanciallyDistressed
7608.34,681.18,-4960.17,80.29,9.55,20.46,8.71,20.46,3.2,FinanciallyVulnerable
8444.65,901.76,-2650.38,45.53,14.98,13.47,0.0,13.47,0.98,FinanciallyVulnerable
7971.42,405.48,-3700.1,59.68,25.28,8.67,18.06,8.67,2.09,FinanciallyDistressed
5613.93,382.47,-2147.9,34.82,3.69,9.94,0.0,9.94,1.98,FinanciallyVulnerable
6474.29,76.49,-3256.07,88.79,8.03,2.32,0.0,2.32,1.92,FinanciallyDistressed
7666.98,0.0,-4495.37,80.3,0.21,0.0,0.0,0.0,1.49,FinanciallyDistressed
5690.32,0.0,-3114.25,58.78,31.59,0.0,22.91,0.0,1.84,FinanciallyDistressed
6267.71,536.35,861.65,22.03,5.96,7.0,0.0,7.0,2.9,FinanciallyStable
6440.49,279.26,-3206.37,62.96,14.94,7.95,14.49,7.95,1.04,FinanciallyDistressed
7294.59,66.43,-5008.35,97.03,1.99,2.82,0.0,2.82,4.35,FinanciallyDistressed
4715.53,435.55,-1509.51,49.1,6.01,11.96,0.0,11.96,1.19,FinanciallyVulnerable
4462.92,0.0,-155.52,28.11,8.2,0.0,0.0,0.0,0.32,FinanciallyVulnerable
9100.11,1955.24,-1297.25,31.54,28.98,20.04,26.14,20.04,1.1,FinanciallyVulnerable
6467.49,492.35,-2636.31,68.88,6.38,11.39,0.0,11.39,4.13,FinanciallyVulnerable
8876.96,445.36,-4792.22,68.33,7.35,9.83,0.0,9.83,4.56,FinanciallyVulnerable
12453.51,2050.38,-1391.71,29.98,21.72,15.64,18.25,15.64,1.14,FinanciallyVulnerable
3943.37,378.33,-1856.75,47.02,16.46,15.35,15.49,15.35,1.82,FinanciallyVulnerable
17980.39,1289.65,-8802.61,47.5,30.03,12.32,14.98,12.32,1.1,FinanciallyVulnerable
13060.77,696.08,-7495.72,88.44,7.51,11.12,0.0,11.12,1.13,FinanciallyVulnerable
6770.93,1771.91,-465.19,22.96,3.87,21.94,0.0,21.94,1.58,FinanciallyStable
5454.63,60.04,-3000.89,88.83,22.75,2.39,12.02,2.39,1.62,FinanciallyDistressed
5844.21,0.0,-634.95,25.99,15.57,0.0,0.0,0.0,1.38,FinanciallyVulnerable
9391.15,1883.6,1382.35,33.42,0.13,14.88,0.0,14.88,1.53,FinanciallyStable
4225.17,130.97,-1136.2,59.53,1.16,4.07,0.0,4.07,0.97,FinanciallyDistressed
8185.65,0.0,-4888.94,70.57,15.3,0.0,0.0,0.0,0.87,FinanciallyDistressed
8453.68,213.69,-5923.57,73.52,21.63,7.79,0.0,7.79,1.19,FinanciallyDistressed
4640.09,177.43,-1628.28,58.79,0.63,5.56,0.0,5.56,2.07,FinanciallyDistressed
4673.16,553.28,-683.99,24.68,9.9,12.18,0.0,12.18,1.75,FinanciallyStable
12153.5,468.22,-7344.87,80.8,4.75,8.87,0.0,8.87,1.29,FinanciallyDistressed
5141.1,185.95,-2354.76,56.44,1.4,6.26,0.0,6.26,0.6,FinanciallyDistressed
5360.45,245.57,-3108.21,53.51,12.86,9.83,0.0,9.83,1.29,FinanciallyDistressed
7578.88,177.14,-3039.92,55.25,13.55,3.76,12.74,3.76,0.71,FinanciallyDistressed
7227.8,1263.4,1859.99,19.29,9.69,12.21,0.0,12.21,0.71,FinanciallyStable
7959.77,1192.84,537.08,24.88,0.32,12.31,0.0,12.31,4.01,FinanciallyThriving
3624.4,0.0,-1574.95,48.44,8.77,0.0,0.0,0.0,1.88,FinanciallyVulnerable
8784.59,127.08,-6311.19,83.85,42.56,4.89,22.29,4.89,0.91,FinanciallyDistressed
3987.33,345.12,-1529.2,45.86,9.82,12.31,0.0,12.31,2.37,FinanciallyVulnerable
5544.64,1014.98,850.17,26.93,10.15,13.7,0.0,13.7,0.52,FinanciallyStable
6451.77,0.0,-1105.7,40.35,8.52,0.0,8.2,0.0,1.25,FinanciallyVulnerable
6239.4,1112.49,2087.63,28.07,0.01,11.79,0.0,11.79,1.78,FinanciallyThriving
7331.56,0.0,-4799.78,64.61,24.74,0.0,17.83,0.0,1.79,FinanciallyDistressed
7524.5,719.27,4714.31,24.05,0.17,5.55,0.0,5.55,0.94,FinanciallyStable
4788.16,334.57,-2260.43,41.76,26.39,11.69,18.84,11.69,1.45,FinanciallyVulnerable
8230.51,726.54,-4544.55,46.54,21.4,16.47,0.0,16.47,1.75,FinanciallyVulnerable
4096.8,254.23,-1586.33,40.2,27.83,9.2,18.47,9.2,3.21,FinanciallyVulnerable
10377.67,1229.28,-2208.14,31.04,24.03,13.08,12.93,13.08,1.06,FinanciallyVulnerable
3862.33,0.0,-1565.6,53.59,19.96,0.0,13.36,0.0,1.27,FinanciallyDistressed
8729.53,422.67,-3573.27,62.24,20.25,7.58,16.73,7.58,0.29,FinanciallyDistressed
6900.1,990.12,-1745.51,42.78,10.82,16.11,0.0,16.11,2.48,FinanciallyVulnerable
8156.04,391.76,-4980.52,85.03,14.2,10.98,0.0,10.98,1.3,FinanciallyVulnerable
4985.9,434.08,-1851.75,49.36,0.32,12.17,0.0,12.17,4.76,FinanciallyVulnerable
7342.13,2181.08,996.8,23.99,4.13,20.73,0.0,20.73,2.64,FinanciallyThriving
6456.05,0.0,-4083.41,60.12,1.42,0.0,0.0,0.0,1.12,FinanciallyDistressed
9814.44,162.18,-7103.99,141.68,18.86,5.65,0.0,5.65,0.69,FinanciallyDistressed
4653.17,125.02,-1370.51,41.65,15.06,3.67,13.7,3.67,2.87,FinanciallyDistressed
13531.51,2443.08,-6869.91,44.58,14.05,26.83,0.0,26.83,0.4,FinanciallyVulnerable
4763.68,228.61,-2262.5,47.78,0.93,8.37,0.0,8.37,1.4,FinanciallyVulnerable
5458.83,303.63,-2255.69,45.6,12.36,8.66,11.31,8.66,5.3,FinanciallyVulnerable
4164.61,314.65,-733.04,32.33,0.12,8.4,0.0,8.4,0.92,FinanciallyVulnerable
8297.34,189.25,-4294.45,78.78,15.46,4.51,0.0,4.51,0.44,FinanciallyDistressed
9498.04,2641.39,-934.78,28.42,10.72,23.57,0.0,23.57,4.57,FinanciallyStable
11255.32,1412.96,-531.96,21.22,22.57,11.64,14.21,11.64,4.05,FinanciallyStable
8186.0,0.0,-2683.58,58.65,0.3,0.0,0.0,0.0,0.49,FinanciallyDistressed
5137.56,193.49,-3190.92,74.83,6.59,9.04,0.0,9.04,1.74,FinanciallyDistressed
9226.27,1197.31,-2478.45,31.31,7.46,15.07,0.0,15.07,1.52,FinanciallyStable
6500.86,590.42,-3212.34,49.65,8.53,15.22,0.0,15.22,0.96,FinanciallyVulnerable
9043.93,241.27,-6577.03,144.51,6.27,8.91,0.0,8.91,2.29,FinanciallyDistressed
14530.55,3265.67,-3292.12,27.13,23.44,22.52,14.95,22.52,1.17,FinanciallyStable
4818.98,779.98,-991.94,26.67,5.7,16.93,0.0,16.93,1.33,FinanciallyStable
11053.4,318.61,-6431.89,59.12,28.97,6.45,12.74,6.45,0.74,FinanciallyDistressed
9529.01,787.06,-2340.11,25.41,11.06,9.87,0.0,9.87,0.88,FinanciallyVulnerable
6152.54,0.0,-4112.39,94.21,21.97,0.0,9.42,0.0,1.07,FinanciallyDistressed
5260.07,0.0,-2509.94,65.87,1.12,0.0,0.0,0.0,0.3,FinanciallyDistressed
8729.8,355.94,-3174.8,50.77,18.42,6.02,0.0,6.02,1.78,FinanciallyDistressed
5850.69,350.54,-4409.2,68.01,33.62,19.56,24.33,19.56,2.22,FinanciallyDistressed
6267.82,352.75,-2193.13,39.5,18.45,7.97,11.24,7.97,4.87,FinanciallyVulnerable
8929.42,220.35,-1841.09,39.74,0.43,3.01,0.0,3.01,0.7,FinanciallyDistressed
6758.47,1305.13,-654.65,24.55,13.73,17.62,13.19,17.62,3.4,FinanciallyStable
6289.79,0.0,-2802.04,38.71,27.56,0.0,20.23,0.0,1.69,FinanciallyDistressed
7583.25,614.5,-1650.74,27.41,8.12,9.39,0.0,9.39,1.83,FinanciallyVulnerable
12088.48,1288.47,-2222.96,34.33,23.73,11.55,18.17,11.55,2.27,FinanciallyVulnerable
9369.32,875.35,-963.06,29.84,2.05,9.43,0.0,9.43,1.26,FinanciallyVulnerable
4638.52,208.56,-2444.24,85.84,6.94,8.68,0.0,8.68,2.86,FinanciallyDistressed
10368.68,184.07,-6816.88,85.88,23.44,4.93,17.64,4.93,1.97,FinanciallyDistressed
7091.64,422.95,-3136.47,59.06,0.55,9.66,0.0,9.66,4.86,FinanciallyVulnerable
9508.13,0.0,-7100.28,96.61,18.86,0.0,11.4,0.0,1.59,FinanciallyDistressed
4016.89,300.9,-2098.67,41.08,12.43,13.56,0.0,13.56,2.75,FinanciallyVulnerable
6211.5,0.0,-3885.36,57.72,6.78,0.0,0.0,0.0,0.01,FinanciallyDistressed
5327.34,0.0,-3152.16,77.55,23.04,0.0,10.04,0.0,0.56,FinanciallyDistressed
3307.84,0.0,-879.04,41.49,20.97,0.0,0.0,0.0,1.16,FinanciallyDistressed
3703.72,0.0,-1569.03,42.84,22.49,0.0,0.0,0.0,0.36,FinanciallyDistressed
15693.67,2033.93,-5539.96,47.79,21.55,16.69,14.64,16.69,0.46,FinanciallyVulnerable
9956.03,2297.17,-4639.35,28.9,14.49,30.17,0.0,30.17,5.72,FinanciallyStable
6464.1,0.0,-2382.21,65.22,3.92,0.0,0.0,0.0,1.98,FinanciallyDistressed
8554.24,3128.48,2037.45,20.81,10.21,22.8,0.0,22.8,5.17,FinanciallyThriving
7493.29,0.0,-4727.31,82.99,15.24,0.0,0.0,0.0,1.93,FinanciallyDistressed
7326.18,0.0,-3739.47,48.44,5.77,0.0,0.0,0.0,1.37,FinanciallyVulnerable
4983.86,324.59,906.85,24.21,0.16,5.22,0.0,5.22,0.09,FinanciallyStable
5706.77,239.74,-2310.3,59.11,1.32,6.59,0.0,6.59,3.11,FinanciallyVulnerable
6318.57,1852.01,2965.9,20.55,3.03,16.63,0.0,16.63,2.43,FinanciallyThriving
7072.31,88.83,-4948.89,102.99,20.75,4.02,15.68,4.02,5.71,FinanciallyDistressed
8138.24,2157.94,-3518.46,40.23,3.81,31.84,0.0,31.84,2.51,FinanciallyVulnerable
5369.81,369.55,-1875.57,52.8,0.76,9.56,0.0,9.56,5.27,FinanciallyVulnerable
8280.92,117.49,-4005.59,70.73,2.43,2.67,0.0,2.67,1.2,FinanciallyDistressed
5166.58,171.46,-3474.02,129.25,0.9,9.2,0.0,9.2,1.87,FinanciallyDistressed
7984.77,1127.16,-3062.52,38.38,17.96,18.63,14.45,18.63,1.93,FinanciallyVulnerable
8506.87,991.03,1781.69,25.62,0.41,8.79,0.0,8.79,1.67,FinanciallyThriving
8043.05,678.26,-4124.89,67.63,0.84,14.76,0.0,14.76,2.15,FinanciallyVulnerable
5753.14,206.37,-2414.4,50.6,1.0,5.82,0.0,5.82,3.93,FinanciallyVulnerable
4440.26,0.0,124.5,29.87,14.02,0.0,13.06,0.0,1.66,FinanciallyStable
6050.37,1471.6,597.64,18.25,4.42,18.12,0.0,18.12,2.15,FinanciallyThriving
4562.34,660.16,-660.92,25.45,10.83,14.47,0.0,14.47,4.36,FinanciallyStable
9763.23,1456.54,-565.3,32.09,5.21,13.67,0.0,13.67,0.18,FinanciallyVulnerable
7855.14,660.91,-1525.54,38.35,7.13,9.45,0.0,9.45,3.14,FinanciallyVulnerable
7396.81,0.0,-2797.78,41.49,18.24,0.0,14.76,0.0,1.99,FinanciallyDistressed
4549.77,0.0,-2165.16,71.23,7.51,0.0,0.0,0.0,0.63,FinanciallyDistressed
6517.24,140.08,-1301.03,37.8,16.2,2.62,12.62,2.62,0.85,FinanciallyDistressed
7532.14,668.36,322.03,24.32,26.1,7.84,16.22,7.84,2.56,FinanciallyStable
2814.67,355.49,-299.59,36.04,0.45,12.38,0.0,12.38,3.29,FinanciallyStable
11813.47,751.9,-6951.58,75.81,17.6,13.39,11.96,13.39,0.24,FinanciallyDistressed
8655.53,518.64,-907.02,27.09,15.07,6.27,14.64,6.27,2.72,FinanciallyVulnerable
4369.48,533.68,-2042.08,27.68,26.03,18.65,13.08,18.65,1.77,FinanciallyStable
8277.66,361.42,1326.05,37.14,9.73,3.63,0.0,3.63,1.17,FinanciallyStable
5958.16,75.3,-2769.08,64.18,11.0,2.31,0.0,2.31,1.07,FinanciallyDistressed
4274.29,194.48,-1564.51,56.63,10.81,6.7,0.0,6.7,0.81,FinanciallyDistressed
9759.2,0.0,-4138.74,50.55,5.09,0.0,0.0,0.0,0.76,FinanciallyDistressed
5570.74,0.0,-3068.86,61.5,28.79,0.0,18.43,0.0,1.62,FinanciallyDistressed
4548.33,89.48,-918.25,51.17,1.13,2.41,0.0,2.41,2.93,FinanciallyDistressed
10230.67,618.55,-3401.92,41.49,10.44,8.31,0.0,8.31,3.97,FinanciallyVulnerable
4492.14,0.0,-1347.07,45.21,5.68,0.0,0.0,0.0,1.52,FinanciallyVulnerable
15275.45,1214.23,-4944.43,62.26,9.91,10.52,0.0,10.52,0.83,FinanciallyDistressed
17690.76,1509.82,-10432.58,76.05,29.79,17.22,13.59,17.22,0.06,FinanciallyDistressed
4556.05,108.8,-2197.06,66.21,0.48,4.41,0.0,4.41,1.0,FinanciallyDistressed
8233.71,219.44,-5545.08,71.19,22.59,7.55,20.97,7.55,0.54,FinanciallyDistressed
12492.7,1645.6,-4132.26,29.67,25.54,16.45,13.27,16.45,1.94,FinanciallyStable
4879.93,215.26,-1253.43,36.27,13.79,5.6,12.77,5.6,1.02,FinanciallyVulnerable
7969.52,192.14,-4821.36,85.26,19.61,5.75,18.19,5.75,0.45,FinanciallyDistressed
9556.11,1443.03,-4520.13,45.14,13.36,22.27,0.0,22.27,1.75,FinanciallyVulnerable
5837.09,0.0,-3287.04,113.05,10.95,0.0,0.0,0.0,1.81,FinanciallyDistressed
9099.76,412.06,-3125.27,52.92,0.08,6.45,0.0,6.45,0.59,FinanciallyDistressed
5740.88,132.42,-4031.46,132.51,27.24,7.19,9.61,7.19,1.6,FinanciallyDistressed
9027.84,0.0,-5461.06,75.46,38.04,0.0,12.09,0.0,0.56,FinanciallyDistressed
7353.99,247.11,-4412.95,56.28,0.11,7.75,0.0,7.75,4.26,FinanciallyVulnerable
7053.78,603.35,1947.5,31.67,0.26,6.28,0.0,6.28,3.47,FinanciallyThriving
8764.33,338.05,-1576.15,40.81,12.01,4.49,11.61,4.49,3.88,FinanciallyVulnerable
3658.72,112.29,-622.91,48.25,8.97,3.57,0.0,3.57,4.17,FinanciallyVulnerable
6053.79,0.0,-3447.11,61.98,27.52,0.0,26.9,0.0,0.68,FinanciallyDistressed
4877.74,276.31,-2226.78,52.62,35.3,9.44,19.04,9.44,0.5,FinanciallyDistressed
5550.4,0.0,-3427.74,65.84,10.74,0.0,0.0,0.0,0.1,FinanciallyDistressed
8050.22,351.12,-5319.78,82.63,7.8,11.39,0.0,11.39,2.74,FinanciallyVulnerable
7548.82,0.0,-2254.77,54.53,6.3,0.0,0.0,0.0,1.6,FinanciallyDistressed
7046.02,0.0,-4079.41,80.54,0.42,0.0,0.0,0.0,1.59,FinanciallyDistressed
5218.15,0.0,-1394.47,51.37,7.13,0.0,0.0,0.0,1.69,FinanciallyDistressed
6351.9,595.55,718.35,26.12,11.11,7.77,10.61,7.77,3.01,FinanciallyThriving
6400.16,122.24,-4405.19,97.32,18.2,5.77,0.0,5.77,1.27,FinanciallyDistressed
4851.64,771.22,828.75,27.94,6.03,11.95,0.0,11.95,1.78,FinanciallyThriving
7630.6,0.0,-4041.35,58.37,1.33,0.0,0.0,0.0,1.23,FinanciallyDistressed
8517.99,0.0,-4856.74,59.63,36.97,0.0,27.7,0.0,1.29,FinanciallyDistressed
8816.6,265.77,-6031.2,76.23,15.72,8.71,14.96,8.71,2.02,FinanciallyDistressed
8137.21,379.18,-5565.67,55.15,28.7,12.85,13.81,12.85,2.68,FinanciallyDistressed
10329.61,0.0,-3069.01,54.07,11.99,0.0,0.0,0.0,1.28,FinanciallyDistressed
6989.27,703.16,-3426.72,63.42,16.64,16.48,15.77,16.48,0.5,FinanciallyDistressed
5078.75,391.96,-1848.48,37.26,13.37,10.82,0.0,10.82,0.86,FinanciallyVulnerable
6541.14,0.0,231.73,30.87,9.43,0.0,0.0,0.0,0.93,FinanciallyVulnerable
10456.92,411.07,-5004.53,39.26,34.54,7.01,13.11,7.01,0.14,FinanciallyDistressed
4063.93,231.65,-1709.06,58.45,24.89,8.96,0.0,8.96,1.32,FinanciallyDistressed
7938.74,0.0,-4965.59,107.27,0.71,0.0,0.0,0.0,1.68,FinanciallyDistressed
6360.25,0.0,-2284.17,35.0,0.05,0.0,0.0,0.0,1.35,FinanciallyVulnerable
5134.18,0.0,-874.16,30.08,13.96,0.0,0.0,0.0,1.27,FinanciallyVulnerable
3876.7,199.41,-626.26,44.55,4.82,5.78,0.0,5.78,1.45,FinanciallyVulnerable
6902.6,301.75,-1664.52,46.26,7.1,5.45,0.0,5.45,1.54,FinanciallyVulnerable
5680.87,0.0,-2236.64,43.3,22.09,0.0,21.58,0.0,0.78,FinanciallyDistressed
8678.68,83.26,-6123.4,95.91,1.03,3.16,0.0,3.16,1.63,FinanciallyDistressed
5326.2,0.0,-2223.99,81.02,8.61,0.0,0.0,0.0,0.17,FinanciallyDistressed
6594.89,80.82,-4486.26,53.37,39.78,3.69,12.63,3.69,1.76,FinanciallyDistressed
7807.31,278.21,-5081.04,62.8,18.91,9.26,17.41,9.26,4.45,FinanciallyDistressed
3859.67,697.98,857.54,25.88,0.86,12.89,0.0,12.89,2.34,FinanciallyThriving
9956.88,2070.18,-2465.34,27.43,22.02,21.65,13.56,21.65,1.55,FinanciallyStable
7978.83,353.42,-4161.91,51.36,0.91,8.47,0.0,8.47,2.24,FinanciallyDistressed
4150.32,0.0,62.56,40.58,0.1,0.0,0.0,0.0,1.88,FinanciallyVulnerable
6859.62,1085.94,-1834.22,33.88,21.24,17.77,12.05,17.77,0.68,FinanciallyVulnerable
4778.94,1598.82,1768.52,15.13,0.02,19.63,0.0,19.63,1.92,FinanciallyThriving
4411.19,556.55,-1178.37,43.67,0.1,14.69,0.0,14.69,0.42,FinanciallyVulnerable
9959.49,415.53,-6271.37,67.99,37.26,10.13,21.17,10.13,1.68,FinanciallyDistressed
14646.94,2128.4,-3123.87,33.23,22.3,15.59,14.08,15.59,1.59,FinanciallyVulnerable
13673.62,714.87,-5262.5,37.27,33.56,7.83,22.14,7.83,0.16,FinanciallyDistressed
14186.15,1363.66,-292.11,34.46,10.29,8.94,0.0,8.94,2.0,FinanciallyVulnerable
4386.82,0.0,-2268.14,62.13,16.81,0.0,0.0,0.0,0.53,FinanciallyDistressed
4545.34,231.39,-1764.95,72.27,1.58,7.68,0.0,7.68,1.64,FinanciallyDistressed
5376.6,311.45,-2458.84,32.63,18.2,9.64,18.13,9.64,1.29,FinanciallyVulnerable
6569.73,0.0,-2634.43,48.68,33.94,0.0,10.59,0.0,1.77,FinanciallyDistressed
8832.09,0.0,-2205.51,42.34,32.37,0.0,14.21,0.0,1.14,FinanciallyDistressed
5480.21,198.07,-1727.41,41.38,16.29,5.01,15.46,5.01,4.99,FinanciallyVulnerable
3235.6,217.81,-625.68,45.06,5.78,7.7,0.0,7.7,1.15,FinanciallyVulnerable
8817.48,293.51,-5798.44,121.38,2.24,8.86,0.0,8.86,4.77,FinanciallyVulnerable
3987.98,0.0,-1316.93,55.81,3.63,0.0,0.0,0.0,1.39,FinanciallyDistressed
9404.21,300.11,-2687.76,53.4,9.04,4.28,0.0,4.28,0.1,FinanciallyDistressed
5760.18,65.59,-3461.88,51.01,29.59,2.77,0.0,2.77,2.97,FinanciallyDistressed
5059.04,564.87,-1366.32,51.17,8.31,13.27,0.0,13.27,1.61,FinanciallyVulnerable
9173.04,338.39,1793.41,33.69,2.05,2.99,0.0,2.99,3.23,FinanciallyStable
8364.43,476.1,-3404.76,37.87,28.44,8.76,14.1,8.76,1.93,FinanciallyVulnerable
6710.83,0.0,-3664.49,58.03,16.71,0.0,15.98,0.0,1.55,FinanciallyDistressed
4076.58,70.37,-1429.73,38.45,11.54,2.59,0.0,2.59,1.63,FinanciallyVulnerable
14044.04,704.22,-6737.76,59.13,33.73,8.79,17.75,8.79,2.86,FinanciallyDistressed
11120.12,2353.29,-2373.73,29.63,0.02,21.2,0.0,21.2,0.86,FinanciallyVulnerable
5684.5,350.54,-1920.92,37.24,4.49,8.52,0.0,8.52,3.57,FinanciallyVulnerable
7741.13,346.65,-4812.8,61.52,1.32,10.58,0.0,10.58,3.2,FinanciallyVulnerable
5384.21,795.98,-316.08,31.24,9.03,13.57,0.0,13.57,1.82,FinanciallyVulnerable
6862.35,0.0,-2298.43,47.95,0.66,0.0,0.0,0.0,1.09,FinanciallyVulnerable
6195.95,72.68,-4564.14,87.5,23.58,4.26,13.86,4.26,0.14,FinanciallyDistressed
7239.08,970.85,1463.91,35.71,4.77,10.04,0.0,10.04,2.28,FinanciallyThriving
10416.75,93.17,-7519.45,125.78,3.98,3.12,0.0,3.12,3.81,FinanciallyDistressed
5059.96,0.0,-1930.96,66.08,0.51,0.0,0.0,0.0,1.89,FinanciallyDistressed
6010.38,0.0,-2365.88,62.62,16.78,0.0,0.0,0.0,0.92,FinanciallyDistressed
10714.12,428.91,169.98,39.29,10.88,3.79,0.0,3.79,1.18,FinanciallyStable
4341.39,277.85,-1621.56,46.36,10.73,9.27,0.0,9.27,1.78,FinanciallyVulnerable
8639.4,266.19,-6199.98,74.18,8.42,9.84,0.0,9.84,1.45,FinanciallyDistressed
4077.46,0.0,-2387.82,70.67,38.79,0.0,0.0,0.0,0.68,FinanciallyDistressed
8095.93,1004.56,2414.92,22.13,5.09,8.72,0.0,8.72,1.31,FinanciallyThriving
7027.62,508.76,-1804.01,37.1,6.75,8.88,0.0,8.88,0.84,FinanciallyVulnerable
8004.11,0.0,-6067.56,115.31,3.59,0.0,0.0,0.0,1.49,FinanciallyDistressed
7086.46,733.18,1338.73,20.1,8.38,8.01,0.0,8.01,3.79,FinanciallyThriving
7747.53,0.0,-2324.99,54.11,13.7,0.0,9.36,0.0,1.23,FinanciallyDistressed
12271.36,1373.36,-6364.36,56.25,23.73,18.86,12.67,18.86,1.11,FinanciallyVulnerable
6780.04,320.72,-2953.23,37.47,4.89,7.73,0.0,7.73,1.49,FinanciallyVulnerable
7305.57,845.53,-868.29,21.67,3.0,11.61,0.0,11.61,3.38,FinanciallyStable
4650.29,76.29,-3366.54,84.16,19.23,5.61,0.0,5.61,1.2,FinanciallyDistressed
8567.27,0.0,-5186.18,59.11,17.67,0.0,0.0,0.0,1.33,FinanciallyDistressed
12747.52,1604.77,-2484.76,23.08,19.58,13.52,10.05,13.52,4.19,FinanciallyStable
8208.19,299.96,-4121.81,44.86,32.65,6.84,19.22,6.84,1.83,FinanciallyDistressed
5856.86,169.93,-3582.18,65.31,11.61,6.95,10.86,6.95,0.6,FinanciallyDistressed
3922.34,46.34,-1771.89,37.37,21.26,2.11,0.0,2.11,4.9,FinanciallyVulnerable
9266.65,0.0,-2190.0,44.91,0.12,0.0,0.0,0.0,0.17,FinanciallyDistressed
8399.32,2005.62,-2317.4,18.72,31.48,24.8,21.91,24.8,1.48,FinanciallyVulnerable
9991.73,298.05,-5553.27,91.97,19.04,6.29,0.0,6.29,0.04,FinanciallyDistressed
7744.39,607.68,-2192.78,26.73,24.38,9.87,10.96,9.87,0.58,FinanciallyVulnerable
5975.12,800.5,-2459.99,37.18,19.35,18.55,0.0,18.55,0.56,FinanciallyVulnerable
3169.41,115.19,-649.76,43.9,3.18,4.37,0.0,4.37,5.9,FinanciallyVulnerable
7353.15,762.11,90.91,24.36,11.96,9.29,0.0,9.29,2.32,FinanciallyStable
4221.48,185.91,-1485.49,67.6,0.96,6.36,0.0,6.36,1.63,FinanciallyDistressed
5639.37,248.52,-2227.45,51.9,0.81,6.79,0.0,6.79,3.29,FinanciallyVulnerable
4721.84,183.89,-1468.82,32.42,10.21,5.35,0.0,5.35,4.28,FinanciallyVulnerable
8845.14,1369.81,-2955.52,47.86,11.28,18.87,0.0,18.87,4.18,FinanciallyStable
6759.51,623.9,-3349.81,73.0,5.92,15.47,0.0,15.47,2.24,FinanciallyVulnerable
10066.45,1499.12,-1460.23,24.0,12.87,14.83,0.0,14.83,2.85,FinanciallyStable
11963.77,708.58,-904.69,38.64,2.56,6.02,0.0,6.02,1.78,FinanciallyVulnerable
6487.57,0.0,-3580.97,57.32,10.46,0.0,0.0,0.0,0.34,FinanciallyDistressed
10178.29,1164.19,-2384.77,33.12,3.03,13.0,0.0,13.0,1.23,FinanciallyVulnerable
7794.67,343.97,-4966.12,94.93,1.33,10.84,0.0,10.84,3.41,FinanciallyVulnerable
5094.13,0.0,-2753.0,65.88,26.22,0.0,13.45,0.0,1.38,FinanciallyDistressed
7742.81,0.0,-3898.65,67.12,16.3,0.0,15.53,0.0,0.65,FinanciallyDistressed
7539.31,854.74,3174.18,23.81,6.94,7.39,0.0,7.39,2.55,FinanciallyThriving
8201.63,390.17,-5457.74,117.17,3.1,12.45,0.0,12.45,2.46,FinanciallyVulnerable
11022.3,100.39,-7070.66,94.57,4.31,2.48,0.0,2.48,2.63,FinanciallyDistressed
6370.22,368.05,-2223.23,70.58,5.97,8.15,0.0,8.15,2.75,FinanciallyDistressed
4272.83,216.29,-1325.62,36.92,14.43,6.84,12.94,6.84,0.44,FinanciallyVulnerable
4605.11,0.0,-1850.03,55.71,6.85,0.0,0.0,0.0,1.63,FinanciallyDistressed
7287.04,191.56,-4715.91,91.46,7.92,6.93,0.0,6.93,4.36,FinanciallyVulnerable
7724.84,1048.19,-3682.41,45.86,18.98,20.59,0.0,20.59,3.04,FinanciallyVulnerable
7947.77,0.0,-5567.54,93.5,32.99,0.0,17.29,0.0,1.83,FinanciallyDistressed
6283.36,0.0,-3435.67,56.51,7.39,0.0,0.0,0.0,1.86,FinanciallyDistressed
6030.59,754.55,-1101.7,43.47,0.33,13.28,0.0,13.28,4.7,FinanciallyVulnerable
7215.08,499.42,-2976.91,55.92,12.76,10.54,0.0,10.54,5.68,FinanciallyVulnerable
5740.26,460.68,-2087.6,44.21,8.72,11.2,0.0,11.2,0.71,FinanciallyVulnerable
7123.85,211.45,-3470.61,44.93,30.27,5.47,20.48,5.47,2.55,FinanciallyDistressed
8565.14,1157.73,785.33,23.12,16.02,11.02,15.64,11.02,2.67,FinanciallyStable
5331.28,141.37,-3453.96,74.82,3.49,7.0,0.0,7.0,1.72,FinanciallyDistressed
6025.05,0.0,-2943.45,47.38,22.01,0.0,0.0,0.0,0.92,FinanciallyDistressed
5981.83,519.72,-2690.18,47.24,23.85,13.64,16.6,13.64,0.55,FinanciallyDistressed
11771.11,79.68,-8392.87,102.66,3.62,2.3,0.0,2.3,1.56,FinanciallyDistressed
6794.24,0.0,-4431.74,89.36,6.77,0.0,0.0,0.0,1.22,FinanciallyDistressed
3724.98,82.07,-967.08,51.17,8.51,2.89,0.0,2.89,1.35,FinanciallyDistressed
8037.22,49.24,-5800.38,97.74,35.36,2.15,0.0,2.15,1.79,FinanciallyDistressed
8676.9,123.4,-5491.16,66.68,8.47,3.73,0.0,3.73,0.3,FinanciallyDistressed
7689.55,481.47,496.24,39.56,0.1,5.56,0.0,5.56,2.47,FinanciallyStable
4731.17,104.88,-2205.32,53.83,19.12,3.99,8.73,3.99,1.95,FinanciallyDistressed
